Nombre,Genero,Medallas
Hugo Snchez Guerrero,Masculino,0
Hugo Snchez Mrquez,Masculino,0
Humberto Gutirrez Rodrguez,Masculino,0
Humberto Mariles Corts,Masculino,3
Humberto Medina Villaseor,Masculino,0
Humberto Rodrguez,Masculino,0
Ibone Belausteguigoitia Arocena,Femenino,0
Idulio Islas Gmez,Masculino,0
Ignacio Chavira,Masculino,0
Ignacio Escamilla,Masculino,0
Ignacio Fragoso Galindo,Masculino,0
Ignacio Francisco Caldern Gonzlez,Masculino,0
Ignacio Gutirrez Escoto,Masculino,0
Ignacio Mendoza Franco,Masculino,0
Ignacio Romo Porchas,Masculino,0
Ignacio Vzquez Barba,Masculino,0
Ignacio Zamudio Cruz,Masculino,0
Ignacio de Jesus Prado Jurez,Masculino,0
Ignacio lvarez Prez,Masculino,0
Iker Belausteguigoitia Arocena,Masculino,0
Imelda Martnez Gmez,Femenino,0
Ingrid Drexel Clouthier,Femenino,0
Ingrid Reich Rincn,Femenino,0
Iridia Salazar Blanco,Femenino,1
Iris Adriana Mora Vallejo,Femenino,0
Irma Huerta Martinez,Femenino,0
Irma Lozano Gallo,Femenino,0
Irving Adrin Prez Pineda,Masculino,0
Irving Jaime Aguilar Robles,Masculino,0
Isaac Alfaro Loza,Masculino,0
Isaac Antonio Palma Olivares,Masculino,0
Isabel Nogueira,Femenino,0
Isabel Reuss Gerding,Femenino,0
Ismael Avila,Masculino,0
Ismael Hernndez Avila,Masculino,0
Ismael Marcelo Hernndez Uscanga,Masculino,1
Ismael Mosqueira Castela,Masculino,0
Ismael iguez Gonzlez,Masculino,0
Israel Lpez Hernndez,Masculino,0
Israel Sabdi Jimnez Naez,Masculino,1
Israel Vargas Ziga,Masculino,0
Itzel Adilene Manjarrez Bastidas,Femenino,0
Itzel Reza,Femenino,0
Ivar Sisniega Campbell,Masculino,0
Ivn Alejandro Garca Navarro,Masculino,1
J. Daz,Masculino,0
Jacinto Brito Villegas,Masculino,0
Jacinto Sabinal Romero,Masculino,0
Jahir ngel Ocampo Marroquin,Masculino,0
Jaime Azcrraga Romandia,Masculino,0
Jaime Guerra Piedra,Masculino,0
Jaime Lozano,Masculino,0
Jaime Rivera Rodrguez,Masculino,0
Jaime Velsquez Surez,Masculino,0
Jannet Alegria Pea,Femenino,0
Jashia Judith Luna Alfaro,Femenino,0
Javier Caldern Alfaro,Masculino,0
Javier Careaga Taguea,Masculino,0
Javier Corts Granados,Masculino,1
Javier Daz Gonzlez,Masculino,0
Javier Gonzalo Fragoso Rodrguez,Masculino,0
Javier Guerra Cangas,Masculino,0
Javier Ignacio Aquino Carmona,Masculino,1
Javier Jimnez,Masculino,0
Javier Padilla Olivares,Masculino,0
Javier Peregrina,Masculino,0
Javier Prieto,Masculino,0
Javier Rodrguez Segovia,Masculino,0
Javier Rosas Sierra,Masculino,0
Javier Ruiz Galindo,Masculino,0
Javier Snchez Galindo,Masculino,0
Javier Souza Daz,Masculino,0
Javier Taboada,Masculino,0
Javier Varela Trejo,Masculino,0
Javier Vargas Rueda,Masculino,0
Javier Velzquez,Masculino,0
Jennifer Marie Molina Shea,Femenino,0
Jens Lohmann,Masculino,0
Jernimo Gmez,Masculino,0
Jess A. Toscano Palacios,Masculino,0
Jess Aguirre Delgado,Masculino,0
Jess Alberto Perales Gonzlez,Masculino,0
Jess Alfonso Elizondo Njera,Masculino,0
Jess Antonio Almada Flix,Masculino,0
Jess Enrique Conde Medina,Masculino,0
Jess Flores Alba,Masculino,0
Jess Francisco Gonzlez Cisneros,Masculino,0
Jess Garca Arenas,Masculino,0
Jess Gmez Portugal Montenegro,Masculino,1
Jess Guillermo Davila Quijano,Masculino,0
Jess Herrera,Masculino,0
Jess Huerta Ramrez,Masculino,0
Jess Loya,Masculino,0
Jess Luis Flores,Masculino,0
Jess Martnez Tejeda,Masculino,0
Jess Mena Campos,Masculino,1
Jess Moraila Morales,Masculino,0
Jess Olmos Moreno,Masculino,1
Jess Reynold Rangel Hernndez,Masculino,0
Jess Rico Espejel,Masculino,0
Jess Rios,Masculino,0
Jess Salvador Medina Moreno,Masculino,0
Jess Sarabia Romero,Masculino,0
Jess Snchez Gonzlez,Masculino,0
Jess Snchez Hernndez,Masculino,0
Jess Tello Vazquez,Masculino,0
Jess Vzquez Medina,Masculino,0
Jess Zrate,Masculino,0
Jesse Prudente Ruz Flores,Masculino,0
Joaquin Orth Balschat,Masculino,0
Joaqun Capilla Prez,Masculino,4
Joaqun Gmez Gurza,Masculino,0
Joaqun Hermida Torres,Masculino,0
Joaqun Hernndez Garca,Masculino,0
Joaqun Madrigal Polanco,Masculino,0
Joaqun Prez de las Heras,Masculino,2
Joaqun Rocha Herrera,Masculino,1
Joaqun Solano Chagoya,Masculino,1
Joel Snchez Guerrero,Masculino,1
John Alexander Hatch Bluth,Masculino,0
Jol Ignacio Calva Vazquez ,Masculino,0
Jorge Adalberto Olvera Gonzlez,Masculino,0
Jorge Alarcn Gmez,Masculino,0
Jorge Alejandro Barajas Gonzlez,Masculino,0
Jorge Antonio Urreta Merino,Masculino,0
Jorge Bada y Snchez,Masculino,0
Jorge Cardiel Gaytn,Masculino,0
Jorge Carral Armella,Masculino,0
Jorge Castaeda Reyes,Masculino,0
Jorge Castillejos Esser,Masculino,0
Jorge Castillo Flores,Masculino,0
Jorge Castro Valdes,Masculino,0
Jorge Coste,Masculino,0
Jorge Eduardo Ballesteros,Masculino,0
Jorge Emmanuel Torres Nilo,Masculino,0
Jorge Enrique Pablo Miguel Roesler Froemberg,Masculino,0
Jorge Enrquez Garca,Masculino,1
Jorge Escalante Larrauri,Masculino,0
Jorge Francisco Campos Navarrete,Masculino,0
Jorge Frias,Masculino,0
Jorge Gudio Goya,Masculino,0
Jorge Lpez Malo Lorenzana,Masculino,0
Jorge Lus Quiones Jazo,Masculino,0
Jorge Mondragn Vzquez,Masculino,0
Jorge Pablo Chapoy Bosque,Masculino,0
Jorge R. Flores,Masculino,0
Jorge Rodrguez Navarro,Masculino,0
Jorge Rosado,Masculino,0
Jorge Ruiz Aguilar,Masculino,0
Jorge S. Aguirre Martin,Masculino,0
Jorge Telch,Masculino,0
Jorge Tern Hernndez,Masculino,0
Jos Agustn Morales Mota,Masculino,0
Jos Alberto Guadarrama Montecillo,Masculino,0
Jos Alfonso Castaeda Jimnez,Masculino,0
Jos Andrs Anchondo Garca,Masculino,0
Jos Antonio Chedraui Eguia,Masculino,0
Jos Antonio Duran Aguirre,Masculino,0
Jos Antonio Medina Pegram,Masculino,0
Jos Antonio Prud'homme Sordo,Masculino,0
Jos Antonio Romero Casales,Masculino,0
Jos Arturo Cambroni,Masculino,0
Jos Arturo Santos Reyes,Masculino,0
Jos Bernardo Hernndez Villaseor,Masculino,0
Jos Carlos Bru Villareal,Masculino,0
Jos Carlos Herrera Vargas,Masculino,0
Jos Cartas,Masculino,0
Jos Claudio Martnez Zorrilla y Schneider,Masculino,0
Jos Clemente ngel Orozco Flores,Masculino,0
Jos Daniel Alba Alba,Masculino,0
Jos David Galvn Martnez,Masculino,0
Jos David Rangel Torres,Masculino,0
Jos E. Garces,Masculino,0
Jos Ernani Palalia Ramrez,Masculino,0
Jos Everardo Cristbal Quirino,Masculino,0
Jos Felipe Ruvalcaba Cisneros,Masculino,0
Jos Francisco Contreras,Masculino,0
Jos Francisco Prez Anguiano,Masculino,0
Jos Garca Gaspar,Masculino,0
Jos Gerardo Alcala Garca,Masculino,0
Jos Gmez Cervantes,Masculino,0
Jos Goldschmied Stoupignan,Masculino,0
Jos Gonzlez,Masculino,0
Jos Guadalupe Alanis Tamez,Masculino,0
Jos Guadalupe de la Torre Gonzlez,Masculino,0
Jos Guadelupe Cebreros,Masculino,0
Jos Isidro Rico Rangel,Masculino,0
Jos Ivn Ortega Enrquez,Masculino,0
Jos Javier Abella Fanjul,Masculino,0
Jos Joaqun Santibez Andalon,Masculino,0
Jos Joel Sotelo Villalobos,Masculino,0
Jos Leyver Ojeda Blas,Masculino,0
Jos Lino Montes Gngora,Masculino,0
Jos Luclo Iturbe Arechiga,Masculino,0
Jos Luis Aussn Surez,Masculino,0
Jos Luis Caballero Flores,Masculino,0
Jos Luis Castaeda,Masculino,0
Jos Luis Dvalos Noriega,Masculino,0
Jos Luis Espinosa Mares,Masculino,0
Jos Luis Gonzlez Davila,Masculino,0
Jos Luis Martell Flores,Masculino,0
Jos Luis Morales Manjarrez,Masculino,0
Jos Luis Partida Espinoza,Masculino,0
Jos Luis Prado Medel,Masculino,0
Jos Luis Prez Soto,Masculino,1
Jos Luis Prez Valencia,Masculino,0
Jos Luis Rion,Masculino,0
Jos Luis Rocha,Masculino,0
Jos Luis Rodrguez Peralta,Masculino,0
Jos Luis Snchez Castillo,Masculino,0
Jos Luis Tellez Gonzlez,Masculino,0
Jos Luis Trejo Montoya,Masculino,0
Jos Luis Vsquez,Masculino,0
Jos Luis Zertuche Chvez,Masculino,0
Jos Luis lvarez Alvarez,Masculino,0
Jos Madariaga Micheli,Masculino,0
Jos Manuel Abundis Sandoval,Masculino,0
Jos Manuel Martnez Rebollar,Masculino,0
Jos Manuel Youshimatz Sotomayor,Masculino,1
Jos Manuel lvarez,Masculino,0
Jos Mara Lozano,Masculino,0
Jos Mara Mascaro Sacristan,Masculino,0
Jos Mario Carrillo Zamudio,Masculino,0
Jos Martn Castillo Garca,Masculino,0
Jos Martnez Santana y Ferrer,Masculino,0
Jos Maurer Rios,Masculino,0
Jos Mercado Escareo,Masculino,0
Jos Mercado Luna,Masculino,0
Jos Miguel Huacuja Mercadillo,Masculino,0
Jos Miguel Ortega Casanova,Masculino,0
Jos Miguel Vasconcelos Grath,Masculino,0
Jos Morales Mendza,Masculino,0
Jos N. Martnez Garza,Masculino,0
Jos Nozari Espinoza,Masculino,0
Jos Olgun Rodrigo,Masculino,0
Jos Oliveros de la Torre,Masculino,0
Jos Pamplona Lecuanda,Masculino,1
Jos Pedraza Ziga,Masculino,1
Jos Pioquinto Soto Villanueva,Masculino,0
Jos Prez Allende,Masculino,0
Jos Prez Mier,Masculino,0
Jos Rafael Garca Torres,Masculino,0
Jos Ramn Ferrer Cruz,Masculino,0
Jos Refugio Gonzlez Cabrera,Masculino,0
Jos Reyes Rodrguez Mireles,Masculino,0
Jos Rojas Herrera,Masculino,0
Jos Rosario lvarez Garca,Masculino,0
Jos Rubn Almanzor Martnez,Masculino,0
Jos Salvador Meneses Rentera,Masculino,0
Jos Salvador Miranda Daz,Masculino,0
Jos Socorro Neri Valenzuela,Masculino,0
Jos Torres,Masculino,0
Jos Urueta Flores,Masculino,0
Jos Vctor Cervantes Oropeza,Masculino,0
Jos Vilchis,Masculino,0
Jos de Jess Arellano Alcocer,Masculino,0
Jos de Jess Corona Rodrguez,Masculino,1
Jos de Jess Garca,Masculino,0
Jos de Jess Robinson Gonzlez,Masculino,0
Jos de la Cruz Cabrera Gandera,Masculino,0
Jos lvarez Crespo,Masculino,0
Jos ngel Talavera Jurez,Masculino,0
Joselito Velzquez Altamirano,Masculino,0
"Joshua ""Josh"" Ilika Brenner",Masculino,0
Josu Santos de Leon,Masculino,0
Juan Alans Guerrero,Masculino,0
"Juan Alberto ""Ibarra"" Rodrguez Ibarra",Masculino,0
Juan Armando Quintanilla Loredo,Masculino,0
Juan Bostelmann Willerer,Masculino,0
Juan Botella Medina,Masculino,1
Juan Bueno Castellanos,Masculino,0
Juan Caldern del Valle,Masculino,0
Juan Carlos Cabrera Prez,Masculino,0
Juan Carlos Manjarrez Godnez,Masculino,0
Juan Carlos Romero Bernal,Masculino,0
Juan Carreo Sandoval,Masculino,0
Juan Diego Estrada Constantino,Masculino,0
Juan Escutia,Masculino,0
Juan Fabila Mendoza,Masculino,1
Juan Flores,Masculino,0
Juan Francisco Garca Guerrero,Masculino,0
Juan Francisco Palencia Hernndez,Masculino,0
Juan Gerardo de la Garza Tenorio,Masculino,0
Juan Gracia Zazueta,Masculino,1
Juan Ignacio Basaguren Garca,Masculino,0
Juan Jess Gutirrez Valln,Masculino,0
Juan Jos Castilla Ramos,Masculino,0
Juan Jos Sinz Trapaga,Masculino,0
Juan Jos Veloz Dvila,Masculino,0
Juan Lanz Muller,Masculino,0
Juan Lpez Lpez,Masculino,0
Juan Luis Barrios Nieves,Masculino,0
Juan Manuel Alejndrez Rodrguez,Masculino,0
Juan Manuel Durn Guterrez,Masculino,0
Juan Manuel Garca Moreno,Masculino,0
Juan Manuel lvarez lvarez,Masculino,0
Juan Martnez Lpez,Masculino,0
Juan Maximo Martnez,Masculino,0
Juan Morales Rodrguez,Masculino,0
Juan Pablo Garca Contreras,Masculino,0
Juan Pablo Lpez,Masculino,0
Juan Pablo Romero Marn,Masculino,0
Juan Paredes Miranda,Masculino,1
Juan Pedro Toledo Domnguez,Masculino,0
Juan Ral Crdenas de la Vega,Masculino,0
Juan Ramn Virgen Pulido,Masculino,0
"Juan Ren ""Juanjo"" Serrano Gutirrez",Masculino,0
Juan Roberto Redon Tavera,Masculino,0
Juan Terrazas,Masculino,0
Juan Trejo Cid,Masculino,0
Juan Yaez Resendiz,Masculino,0
Juan de Dios Navarro Ramrez,Masculino,0
Juan de Landa,Masculino,0
Juan lvaro Jos Gaxiola Robles,Masculino,1
Juan-Carlos Elizondo,Masculino,0
Juana Evelyn Lpez Luna,Femenino,0
Julieta Isabel Toledo Ames,Femenino,0
Julieta Senz de Sicilia,Femenino,0
Julin Ayala Navarrete,Masculino,0
Julin Isaac Snchez Gallegos,Masculino,0
Julio Cepeda Garza,Masculino,0
Julio Csar Gonzlez Ibarra,Masculino,0
Julio Csar Salazar Enrquez,Masculino,0
Julio Herrera,Masculino,0
Julio Mller Lujn,Masculino,1
Julio Mungua,Masculino,0
Justo Fernndez,Masculino,0
Juventino Snchez Gaytan,Masculino,0
Karem Faride Achach Ramrez,Femenino,0
Karina Prez Delgado,Femenino,0
Karla Gutirrez Athensburg,Femenino,0
Karla Marlene Snchez Rodrguez,Femenino,0
Kenia Vanessa Lechuga Alanis,Femenino,0
LOPEZ DIAZ Diego,Male,1
LOPEZ VALDES Luz Kerena,Female,0
Laura Aleida Snchez Soto,Femenino,1
Laura Rebeca Vaca Hernndez,Femenino,0
Laura Rivera Rodrguez,Femenino,0
Laura Snchez Rodrguez,Femenino,0
Laura del Carmen Moreno Garza,Femenino,0
Lawrence Langowski Mendoza,Masculino,0
Leobardo Candiani Hernndez,Masculino,0
Leonardo Basurto Padilla,Masculino,0
Leonardo Cullar Rivera,Masculino,0
Leonardo Lavalle Moreno,Masculino,0
Leonardo Salinas Saldaa,Masculino,0
Leonor Urueta Flores,Femenino,0
Leopoldo Martnez,Masculino,0
Leopoldo Reyna,Masculino,0
Liborio Romero Romero,Masculino,0
Lidia Ramrez Gmez,Femenino,0
Lila Prez-Rul Rivero,Femenino,0
Liliana Allen Doll (-de Martnez),Femenino,0
Liliana Ibez Lpez,Femenino,0
Lilin Leal Ramrez,Femenino,0
Linda Bjar,Femenino,0
Lindolfo Delgado Garza,Masculino,0
Lino Muoz Mandujano,Masculino,0
Lizeth Rueda Santos,Femenino,0
Long Yuan Miguel Gutirrez Feng,Masculino,0
Lorenzo Delgado,Masculino,0
Lorenzo Manuel Porfirio Elzaga y Romero Rubio,Masculino,0
Lorenzo Reyes Reyes,Masculino,0
Lorenzo Villaseor Parra,Masculino,0
Lourdes Candini,Femenino,0
Lourdes Lozano Rodrguez,Femenino,0
Lourdes Olivera Martnez,Femenino,0
Lourdes Roldn Reyna,Femenino,0
Luciano Solis,Masculino,0
Luis Adrin Tams Perea,Masculino,0
Luis Alberto Lpez Ghigliazza,Masculino,0
Luis Alberto Rivera Morales,Masculino,0
Luis Andrs Carrasco Arena,Masculino,0
Luis Angel Acosta,Masculino,0
Luis Antonio lvarez Murillo,Masculino,0
Luis Arredondo Cepeda,Masculino,0
Luis Casllas Rodrguez,Masculino,0
Luis Cerrilla,Masculino,0
Luis Eduardo Vlez Snchez,Masculino,0
Luis Enrique Grajeda Alvarado,Masculino,0
Luis Ernesto Prez Gmez,Masculino,0
Luis Estrada Luvanos,Masculino,0
Luis Garca Postigo,Masculino,0
Luis Guzmn Martnez,Masculino,0
Luis Hernndez,Masculino,0
Luis Ignacio de la Vega Leija,Masculino,1
Luis Jimnez Pea,Masculino,0
Luis Karin Toledo Cuesta,Masculino,0
Luis Lozano Lozano,Masculino,0
Luis Miguel Garca Delgado,Masculino,0
Luis Mucio,Masculino,0
Luis Nio de Rivera,Masculino,0
Luis Razo Luna y Parra,Masculino,0
Luis Regueiro Urquiola,Masculino,0
Luis Ricardo Escobar Torres,Masculino,0
Luis Rosendo Ramos Maldonado,Masculino,0
Luis Stephens Margolis,Masculino,0
Luis Zrate,Masculino,0
Lus Enrique Lemus Dvila,Masculino,0
Luz Mercedes Acosta Valdez,Femenino,0
Luz del Rosario Saucedo Soto,Femenino,0
MARTINEZ MARISCAL Daniela Andrea,Female,0
MIRANDA HERRERA Nely,Female,1
MOLINA Samuel,Male,0
MUNOZ MALAGON Michel,Male,0
Macarena Alexanderson lvarez,Femenino,0
Madai Prez Carrillo,Femenino,0
Magali Yaez Canchola,Femenino,0
Magda Bruggemann Schmidt,Femenino,0
Magdaleno Cano,Masculino,0
"Manuel ""Manolo"" Raga Navarro",Masculino,0
Manuel Bernardo Sol Saudo,Masculino,0
Manuel Borja Garcia,Masculino,0
Manuel Castro Aparicio,Masculino,0
Manuel Cid,Masculino,0
Manuel Cortina Martnez,Masculino,0
Manuel Cruz,Masculino,0
Manuel Daz Cruz,Masculino,0
Manuel Fernndez Pazcka,Masculino,0
Manuel Manzo Ortega,Masculino,0
Manuel Marcelino Salas Maravilla,Masculino,0
Manuel Mateos de la Rosa,Masculino,0
Manuel Mendvil Yocupicio,Masculino,1
Manuel Noriega Escartin,Masculino,0
Manuel Ponce,Masculino,0
Manuel Pradillo Ortega,Masculino,0
Manuel Senz Rodrguez,Masculino,0
Manuel Solis Archundia,Masculino,0
Manuel Verde Rios,Masculino,0
Manuel Vidrio Sols,Masculino,0
Manuel Villareal Carranza,Masculino,0
Manuel Villegas Bouchez,Masculino,0
Manuel de J. Solis,Masculino,0
Mara Antonieta Hernndez Castao,Femenino,0
Mara Antonieta Urbina,Femenino,0
Mara Cecilia Vargas Santana,Femenino,0
Mara Elena Ramrez,Femenino,0
Mara Elena Romero Lpez,Femenino,0
Mara Faustina Enriqueta Mayora Dueas,Femenino,0
Mara Fernanda Gonzlez Ramrez,Femenino,0
Mara Fernanda de la Fuente Torre,Femenino,0
Mara Francisca de Gutirrez,Femenino,0
"Mara Gabriela ""Gaby"" Lpez Butron",Femenino,0
Mara Graciela Mendoza Barrios,Femenino,0
Mara Guadalupe Gonzlez Romero,Femenino,1
Mara Guadalupe Snchez Gmez,Femenino,0
Mara Guadalupe Snchez Magaa,Femenino,0
Mara Ibaez Lpez,Femenino,0
Mara Jos Alcal Izguerra,Femenino,0
Mara Luisa Morales,Femenino,0
Mara Luisa Ronquillo,Femenino,0
Mara Luisa Servn Ortz,Femenino,0
Mara Luisa Souza,Femenino,0
Mara Romary Rifka Gonzlez,Femenino,0
Mara Soledad Rivera Berrueto,Femenino,0
Mara Soto Uribe Jasso,Femenino,0
Mara Teresa Adames,Femenino,0
Mara Teresa Ramrez Gmez,Femenino,1
Mara Theresa Galindo Mata,Femenino,0
Mara Trujillo Tenorio de Rios,Femenino,0
Mara de Lourdes Montoya Castorena,Femenino,0
Mara del Carmen Crdeas,Femenino,0
Mara del Carmen Daz Mancilla,Femenino,0
Mara del Carmen Rodrguez,Femenino,0
Mara del Pilar Roldn Tapia (-de Gifennig),Femenino,1
Mara del Rosario Ballesteros,Femenino,0
Mara del Rosario Espinoza Espinoza,Femenino,3
Mara del Rosario Snchez Guerrero,Femenino,0
Marano Bucio Ramrez,Masculino,0
Marano Lozano y Alatorre,Masculino,0
Marcela Lobo Prez-Maldonado,Femenino,0
Marcelino Coln Martnez,Masculino,0
Marcelo Hoyo,Masculino,0
Marcia Arriaga Larrinua,Femenino,0
Marco Antonio Bueno Ontiveros,Masculino,0
Marco Antonio Zaragoza Flores,Masculino,0
Marco Jhonfai Fabin de la Mora,Masculino,1
Marcos Barreto Luis,Masculino,0
Marcos Gerard Jolly,Masculino,0
Marcos Heliud Pulido Rodrguez,Masculino,0
Marcos Madrid Mantilla,Masculino,0
Margarita Hernndez Flores,Femenino,0
Margarita Nava de G.,Femenino,0
Margarita Pasos Monsalvo,Femenino,0
Margarita Tapia Garca,Femenino,0
Margarito Pomposo Baos,Masculino,0
Maria Xchitl Escobedo Alcalde,Femenino,0
Maria de Jess Castillo Nicasio,Femenino,0
Mariana Aneth Cifuentes Castro,Femenino,0
Mariana Avitia Martnez,Femenino,1
"Mariano ""Mario"" Gonzlez Lugo",Masculino,1
Mariano I. Aguilar,Masculino,0
Maribel Guadelupe Domnguez Casteln,Femenino,0
Maricela Aurora Chvez Reyes,Femenino,0
Maricela Cant Mata,Femenino,0
Mario Alberto Arteaga Herrera,Masculino,0
Mario Becerril Serrano,Masculino,0
Mario Casass Altamirado,Masculino,0
Mario Cuevas,Masculino,0
Mario Gmez Daza,Masculino,0
Mario Gonzlez Aguilera,Masculino,0
Mario Ivn Flores Hernndez,Masculino,0
Mario Pani,Masculino,0
Mario Pea Maldonado,Masculino,0
Mario Prez Guadarrama,Masculino,0
Mario Prez Saldivar,Masculino,0
Mario Prez Zuiga,Masculino,0
Mario Santibez,Masculino,0
Mario Serrano Escobar,Masculino,0
Mario Snchez Huerta,Masculino,0
Mario Snchez Toscano,Masculino,0
Mario Tovar Gonzlez,Masculino,0
Marisol Bretn Lpez,Femenino,0
Marisol Guadalupe Romero Rosales,Femenino,0
Marlene Bruten Durst,Femenino,0
Martha Aurora Garca Mayo,Femenino,0
Martn Amarillas,Masculino,0
Martn Bermdez Mendoza,Masculino,0
Martn Mondragn,Masculino,0
Martn Pitayo Martnez,Masculino,0
Mauricio Gonzlez,Masculino,0
Mauricio Hernndez Snchez,Masculino,0
Mauricio Mata,Masculino,0
Mauricio Ocampo Esparza,Masculino,0
Mauricio Toscano,Masculino,0
Mauro Alans Gonzlez,Masculino,0
Maximiliano Aguilar Salazar,Masculino,0
Mayda Navarro,Femenino,0
Mayra Aide Garca Lpez,Femenino,0
Mayra Marcela Gonzlez Maldonado,Femenino,0
Mayra Yaratzeth Huerta Hernndez,Femenino,0
Melany Michelle Hernndez Torres,Femenino,0
Melesio Pia Oregel,Masculino,0
Melesio Soto Soto,Masculino,0
Mercedes Romn Casillas,Femenino,0
Michael Prez Ortz,Masculino,0
Miguel Alejandro Camberos Fitch,Masculino,0
Miguel Angel Barrenechea,Masculino,0
Miguel Angel Cruz,Masculino,0
Miguel Angel Gonzlez,Masculino,0
Miguel Angel Gonzlez Davila,Masculino,0
Miguel Angel Medina Gutierrez,Masculino,0
Miguel Angel Zavala,Masculino,0
Miguel Araico lvarez,Masculino,0
Miguel Arellano Moreno,Masculino,0
Miguel C. Elizondo Navarrete,Masculino,0
Miguel Fernando Rbago Preciado,Masculino,0
Miguel Fuentes Miranda,Masculino,0
Miguel Galvn Mea,Masculino,0
Miguel Prez,Masculino,0
Miguel Ruiz Daz,Masculino,0
Miguel Santisteban,Masculino,0
Miguel ngel Ponce Briseo,Masculino,1
Miguel ngel Reyes Varela,Masculino,0
Miguel ngel Rodrguez Gallegos,Masculino,0
"Miroslaw ""Mirek"" Switalski",Masculino,0
Misael Uziel Rodrguez Olivas,Masculino,1
Mnica Equihua Solarzano,Femenino,0
Mnica Patricia Domnguez Lara,Femenino,0
Mnica Patron,Femenino,0
Mnica Vergara Rubio,Femenino,0
Modesto Martnez Ramos,Masculino,0
Moises Lpez Morales,Masculino,0
Moises Lpez Ruiz,Masculino,0
Moiss Aldape Chvez,Masculino,0
Monica Christine Gonzlez Canales,Femenino,0
Monica Deyhanira del Real Jaime,Femenino,0
NAVARRO SANCHEZ Edgar Cesareo,Male,0
Nabor Castillo Prez,Masculino,0
Nallely Vela Rascn,Femenino,0
Nancy Gutierrez Vzquez,Femenino,0
Nancy Llarely Contreras Reyes,Femenino,0
Nara Lorena Falcn Artega,Femenino,0
Narciso Gonzlez Rosano,Masculino,0
Natalia Zamora Lara,Femenino,0
Nataly de la Luz Michel Silva,Femenino,0
Nestor Emmanuel Orellana Hernndez,Masculino,0
Nicolas Villareal Snchez,Masculino,0
Nicols Alejandro Pizarro Surez Martnez,Masculino,0
Nicols Arredondo Ibez,Masculino,0
Nicols Reyero Manrique,Masculino,0
Nieves Hernndez,Masculino,0
Nilo Dzib Poot,Masculino,0
No Hernndez Valentn,Masculino,1
Noel Medardo Gutirrez Rodrguez,Masculino,0
Nora Leticia Rocha de la Cruz,Femenino,0
Norma Amezcua Guajardo,Femenino,0
Norma Baraldi Briseo,Femenino,0
Norma Enriqueta Basilio Sotelo,Femenino,0
Nstor Vicente Vidrio Serrano,Masculino,1
Nuria Lidn Diosdado Garca,Femenino,0
Nuria Ortz Campos,Femenino,0
OCHOA DELGADO Leticia,Female,0
ORTIZ HERNANDEZ Maria de los Angel.,Female,0
ORTIZ MONROY Erick,Male,0
OSNAYA ALVAREZ Brenda,Female,0
Octavio Robles,Masculino,0
Olegario Vzquez Raa,Masculino,0
Olga Avalos-Appell,Femenino,0
Olga Belmar Bohigas,Femenino,0
Olga Larissa Vargas Len,Femenino,0
Olivia Gonzlez Prez,Femenino,0
Omar Bravo Tordecillas,Masculino,0
Omar Bustani Barrientos,Masculino,0
Omar Segura Mendoza,Masculino,0
Omar Zepeda de Lon,Masculino,0
Oribe Peralta Morones,Masculino,1
Orlando Ventura Rodrguez,Masculino,0
Oscar Enrique Huacuja Mercadillo,Masculino,0
Oscar Familiar Trujillo,Masculino,0
Oscar Lozano Soto,Masculino,0
Oscar Ortz,Masculino,0
Otilio Alberto Olgun Rodrigo,Masculino,0
Otto Plettner Schn,Masculino,0
PEDROZA LUNA Francisco Alejandro,Male,0
PEREZ Amalia,Female,1
PEREZ JUAREZ Leonardo de Jesus,Male,1
PEREZ VILLALBA Claudia,Female,0
Pablo Coln Martnez,Masculino,0
Pablo Garrido Lugo,Masculino,0
Pablo Olmedo Castaon,Masculino,0
Pablo Zierold Reyes,Masculino,0
Pamela Tajonar Alonso,Femenino,0
Paola Milagros Espinosa Snchez,Femenino,2
Pascual Gutirrez Maza,Masculino,0
Patrice Martell Spitalier,Masculino,0
Patricia Garca Pureco,Femenino,0
Patricia Kohlmann Hackl,Femenino,0
Patricia M. Nava Isherwood,Femenino,0
Patricia Midori Castaeda Miyamoto,Femenino,0
Patricia Obregn,Femenino,0
Patricia Ollinger Velazquez,Femenino,0
Patricia Prez Pea,Femenino,0
Patricia Rtiz Gutirrez,Femenino,0
Patricia Vila Islas,Femenino,0
Patricia Villareal Vargas,Femenino,0
Patrick Alexandre Ernst Loliger Salas,Masculino,0
Paulino Daz Carrillo,Masculino,0
Pedro Abraham Rangel Hernndez,Masculino,0
Pedro Aroche de los Monteros,Masculino,0
Pedro Curiel,Masculino,0
Pedro Daniel Gmez Cruz,Masculino,0
Pedro Mercado,Masculino,0
Pedro Miranda Noguez,Masculino,0
Pedro P. Ortz,Masculino,0
Pedro Pablo Silveira,Masculino,0
Pedro Pieda Deras,Masculino,0
Pedro Suinaga,Masculino,0
Pilar Ramrez Laguna,Femenino,0
Placido Herrera Briones,Masculino,0
Ponciano Contreras Gonzlez,Masculino,0
Porfirio Becerril,Masculino,0
Porfirio Remigio Rivera,Masculino,0
Procopio Franco Hernndez,Masculino,0
Procopio Ortz Reyes,Masculino,0
Pvel Pardo Segura,Masculino,0
RAMIREZ Fabiola,Female,1
RAMOS HERNANDEZ Mario Santana,Male,0
REYES TURCIO Victor Eduardo,Male,0
