Equipo,Juegos,Año,Medalla_Oro
Sweden,1984 Verano,1984-01-01,3
Sweden,1988 Invierno,1988-01-01,7
Sweden,1988 Verano,1988-01-01,0
Sweden,1992 Invierno,1992-01-01,1
Sweden,1992 Verano,1992-01-01,1
Sweden,1994 Invierno,1994-01-01,23
Sweden,1996 Verano,1996-01-01,3
Sweden,1998 Invierno,1998-01-01,0
Sweden,2000 Verano,2000-01-01,4
Sweden,2002 Invierno,2002-01-01,0
Sweden,2004 Verano,2004-01-01,5
Sweden,2006 Invierno,2006-01-01,35
Sweden,2008 Verano,2008-01-01,0
Sweden,2010 Invierno,2010-01-01,11
Sweden,2012 Verano,2012-01-01,2
Sweden,2014 Invierno,2014-01-01,8
Sweden,2016 Verano,2016-01-01,2
Sweden,2020 Verano,2020-01-01,1
Sweden-1,1912 Verano,1912-01-01,0
Sweden-1,1920 Verano,1920-01-01,0
Sweden-1,1924 Verano,1924-01-01,0
Sweden-1,1952 Invierno,1952-01-01,0
Sweden-1,1956 Invierno,1956-01-01,0
Sweden-1,1964 Invierno,1964-01-01,0
Sweden-1,1968 Invierno,1968-01-01,0
Sweden-1,1988 Verano,1988-01-01,0
Sweden-1,1992 Verano,1992-01-01,0
Sweden-1,1996 Verano,1996-01-01,0
Sweden-1,2000 Verano,2000-01-01,0
Sweden-1,2008 Verano,2008-01-01,0
Sweden-2,1912 Verano,1912-01-01,0
Sweden-2,1920 Verano,1920-01-01,0
Sweden-2,1924 Verano,1924-01-01,0
Sweden-2,1952 Invierno,1952-01-01,0
Sweden-2,1956 Invierno,1956-01-01,0
Sweden-2,1964 Invierno,1964-01-01,0
Sweden-2,1968 Invierno,1968-01-01,0
Sweden-2,1988 Verano,1988-01-01,0
Sweden-2,1992 Verano,1992-01-01,0
Sweden-2,1996 Verano,1996-01-01,0
Sweden-2,2000 Verano,2000-01-01,0
Sweden-2,2004 Verano,2004-01-01,0
Sweden-2,2008 Verano,2008-01-01,0
Sweden-3,1912 Verano,1912-01-01,0
Sweden-4,1912 Verano,1912-01-01,0
Swedish Star,1932 Verano,1932-01-01,0
Swift,1948 Verano,1948-01-01,2
Switzerland,1896 Verano,1896-01-01,1
Switzerland,1900 Verano,1900-01-01,13
Switzerland,1904 Verano,1904-01-01,1
Switzerland,1906 Verano,1906-01-01,8
Switzerland,1908 Verano,1908-01-01,0
Switzerland,1912 Verano,1912-01-01,2
Switzerland,1920 Verano,1920-01-01,6
Switzerland,1924 Invierno,1924-01-01,4
Switzerland,1924 Verano,1924-01-01,14
Switzerland,1928 Invierno,1928-01-01,0
Switzerland,1928 Verano,1928-01-01,16
Switzerland,1932 Invierno,1932-01-01,0
Switzerland,1932 Verano,1932-01-01,0
Switzerland,1936 Invierno,1936-01-01,0
Switzerland,1936 Verano,1936-01-01,5
Switzerland,1948 Invierno,1948-01-01,2
Switzerland,1948 Verano,1948-01-01,5
Switzerland,1952 Invierno,1952-01-01,0
Switzerland,1952 Verano,1952-01-01,2
Switzerland,1956 Invierno,1956-01-01,2
Switzerland,1956 Verano,1956-01-01,0
Switzerland,1960 Invierno,1960-01-01,2
Switzerland,1960 Verano,1960-01-01,0
Switzerland,1964 Invierno,1964-01-01,0
Switzerland,1964 Verano,1964-01-01,1
Switzerland,1968 Invierno,1968-01-01,0
Switzerland,1968 Verano,1968-01-01,0
Switzerland,1972 Invierno,1972-01-01,3
Switzerland,1972 Verano,1972-01-01,0
Switzerland,1976 Invierno,1976-01-01,1
Switzerland,1976 Verano,1976-01-01,1
Switzerland,1980 Invierno,1980-01-01,0
Switzerland,1980 Verano,1980-01-01,2
Switzerland,1984 Invierno,1984-01-01,2
Switzerland,1984 Verano,1984-01-01,0
Switzerland,1988 Invierno,1988-01-01,4
Switzerland,1988 Verano,1988-01-01,0
Switzerland,1992 Invierno,1992-01-01,0
Switzerland,1992 Verano,1992-01-01,1
Switzerland,1994 Invierno,1994-01-01,2
Switzerland,1996 Verano,1996-01-01,5
Switzerland,1998 Invierno,1998-01-01,6
Switzerland,2000 Verano,2000-01-01,1
Switzerland,2002 Invierno,2002-01-01,3
Switzerland,2004 Verano,2004-01-01,1
Switzerland,2006 Invierno,2006-01-01,5
Switzerland,2008 Verano,2008-01-01,3
Switzerland,2010 Invierno,2010-01-01,6
Switzerland,2012 Verano,2012-01-01,2
Switzerland,2014 Invierno,2014-01-01,6
Switzerland,2016 Verano,2016-01-01,6
Switzerland,2020 Verano,2020-01-01,3
Switzerland-1,1924 Invierno,1924-01-01,4
Switzerland-1,1924 Verano,1924-01-01,0
Switzerland-1,1928 Invierno,1928-01-01,0
Switzerland-1,1936 Invierno,1936-01-01,0
Switzerland-1,1948 Invierno,1948-01-01,0
Switzerland-1,1952 Invierno,1952-01-01,0
Switzerland-1,1956 Invierno,1956-01-01,4
Switzerland-1,1964 Invierno,1964-01-01,0
Switzerland-1,1968 Invierno,1968-01-01,0
Switzerland-1,1972 Invierno,1972-01-01,4
Switzerland-1,1976 Invierno,1976-01-01,0
Switzerland-1,1980 Invierno,1980-01-01,0
Switzerland-1,1984 Invierno,1984-01-01,0
Switzerland-1,1988 Invierno,1988-01-01,4
Switzerland-1,1992 Invierno,1992-01-01,2
Switzerland-1,1994 Invierno,1994-01-01,2
Switzerland-1,1998 Invierno,1998-01-01,0
Switzerland-1,2002 Invierno,2002-01-01,0
Switzerland-1,2004 Verano,2004-01-01,0
Switzerland-1,2006 Invierno,2006-01-01,0
Switzerland-1,2008 Verano,2008-01-01,0
Switzerland-1,2010 Invierno,2010-01-01,0
Switzerland-1,2012 Verano,2012-01-01,0
Switzerland-1,2014 Invierno,2014-01-01,0
Switzerland-1,2016 Verano,2016-01-01,0
Switzerland-2,1924 Invierno,1924-01-01,0
Switzerland-2,1924 Verano,1924-01-01,0
Switzerland-2,1928 Invierno,1928-01-01,0
Switzerland-2,1932 Invierno,1932-01-01,0
Switzerland-2,1936 Invierno,1936-01-01,4
Switzerland-2,1948 Invierno,1948-01-01,2
Switzerland-2,1952 Invierno,1952-01-01,0
Switzerland-2,1956 Invierno,1956-01-01,0
Switzerland-2,1964 Invierno,1964-01-01,0
Switzerland-2,1968 Invierno,1968-01-01,0
Switzerland-2,1972 Invierno,1972-01-01,0
Switzerland-2,1976 Invierno,1976-01-01,0
Switzerland-2,1980 Invierno,1980-01-01,2
Switzerland-2,1984 Invierno,1984-01-01,0
Switzerland-2,1988 Invierno,1988-01-01,0
Switzerland-2,1992 Invierno,1992-01-01,0
Switzerland-2,1994 Invierno,1994-01-01,0
Switzerland-2,1998 Invierno,1998-01-01,0
Switzerland-2,2002 Invierno,2002-01-01,0
Switzerland-2,2004 Verano,2004-01-01,0
Switzerland-2,2006 Invierno,2006-01-01,0
Switzerland-2,2008 Verano,2008-01-01,0
Switzerland-2,2010 Invierno,2010-01-01,0
Switzerland-2,2012 Verano,2012-01-01,0
Switzerland-2,2014 Invierno,2014-01-01,0
Switzerland-2,2016 Verano,2016-01-01,0
Sydney Rowing Club,1912 Verano,1912-01-01,0
Sylvia,1928 Verano,1928-01-01,0
Symphony,1948 Verano,1948-01-01,0
Syndi,1964 Verano,1964-01-01,0
Syria,1948 Verano,1948-01-01,0
Syria,1968 Verano,1968-01-01,0
Syria,1972 Verano,1972-01-01,0
Syria,1980 Verano,1980-01-01,0
Syria,1984 Verano,1984-01-01,0
Syria,1988 Verano,1988-01-01,0
Syria,1992 Verano,1992-01-01,0
Syria,1996 Verano,1996-01-01,1
Syria,2000 Verano,2000-01-01,0
Syria,2004 Verano,2004-01-01,0
Syria,2008 Verano,2008-01-01,0
Syria,2012 Verano,2012-01-01,0
Syria,2016 Verano,2016-01-01,0
Syrian Arab Republic,2020 Verano,2020-01-01,0
Taifun,1912 Verano,1912-01-01,5
Taifun,1964 Verano,1964-01-01,0
Tajamar,1960 Verano,1960-01-01,0
Tajikistan,1996 Verano,1996-01-01,0
Tajikistan,2000 Verano,2000-01-01,0
Tajikistan,2002 Invierno,2002-01-01,0
Tajikistan,2004 Verano,2004-01-01,0
Tajikistan,2006 Invierno,2006-01-01,0
Tajikistan,2008 Verano,2008-01-01,0
Tajikistan,2010 Invierno,2010-01-01,0
Tajikistan,2012 Verano,2012-01-01,0
Tajikistan,2014 Invierno,2014-01-01,0
Tajikistan,2016 Verano,2016-01-01,1
Tajikistan,2020 Verano,2020-01-01,0
Tan-Fe-Pah,1920 Verano,1920-01-01,0
Tango,1960 Verano,1960-01-01,0
Tango,1964 Verano,1964-01-01,0
Tantalus,1964 Verano,1964-01-01,0
Tanzania,1964 Verano,1964-01-01,0
Tanzania,1968 Verano,1968-01-01,0
Tanzania,1972 Verano,1972-01-01,0
Tanzania,1980 Verano,1980-01-01,0
Tanzania,1984 Verano,1984-01-01,0
Tanzania,1988 Verano,1988-01-01,0
Tanzania,1992 Verano,1992-01-01,0
Tanzania,1996 Verano,1996-01-01,0
Tanzania,2000 Verano,2000-01-01,0
Tanzania,2004 Verano,2004-01-01,0
Tanzania,2008 Verano,2008-01-01,0
Tanzania,2012 Verano,2012-01-01,0
Tanzania,2016 Verano,2016-01-01,0
Tengiri,1960 Verano,1960-01-01,0
Teresita,1952 Verano,1952-01-01,0
Terrible,1960 Verano,1960-01-01,0
Thailand,1952 Verano,1952-01-01,0
Thailand,1956 Verano,1956-01-01,0
Thailand,1960 Verano,1960-01-01,0
Thailand,1964 Verano,1964-01-01,0
Thailand,1968 Verano,1968-01-01,0
Thailand,1972 Verano,1972-01-01,0
Thailand,1976 Verano,1976-01-01,0
Thailand,1984 Verano,1984-01-01,0
Thailand,1988 Verano,1988-01-01,0
Thailand,1992 Verano,1992-01-01,0
Thailand,1996 Verano,1996-01-01,1
Thailand,2000 Verano,2000-01-01,1
Thailand,2002 Invierno,2002-01-01,0
Thailand,2004 Verano,2004-01-01,3
Thailand,2006 Invierno,2006-01-01,0
Thailand,2008 Verano,2008-01-01,2
Thailand,2012 Verano,2012-01-01,0
Thailand,2014 Invierno,2014-01-01,0
Thailand,2016 Verano,2016-01-01,2
Thailand,2020 Verano,2020-01-01,6
Thailand-1,1996 Verano,1996-01-01,0
Thailand-1,2004 Verano,2004-01-01,0
Thailand-2,1996 Verano,1996-01-01,0
Thailand-2,2004 Verano,2004-01-01,0
Thalatta,1952 Verano,1952-01-01,0
Thames Rowing Club,1912 Verano,1912-01-01,0
The Cloud,1948 Verano,1948-01-01,0
Thessalonki-1,1906 Verano,1906-01-01,0
Three Leaves,1960 Verano,1960-01-01,0
Three Star Too,1936 Verano,1936-01-01,0
Tichiboo,1956 Verano,1956-01-01,0
Tilly,1956 Verano,1956-01-01,0
Tim-Tam III,1952 Verano,1952-01-01,0
Timor Leste,2004 Verano,2004-01-01,0
Timor Leste,2008 Verano,2008-01-01,0
Timor Leste,2012 Verano,2012-01-01,0
Timor Leste,2014 Invierno,2014-01-01,0
Timor Leste,2016 Verano,2016-01-01,0
Tineke,1956 Verano,1956-01-01,0
Tip,1956 Verano,1956-01-01,0
Titia,1952 Verano,1952-01-01,0
Tlaloc,1964 Verano,1964-01-01,0
Togo,1972 Verano,1972-01-01,0
Togo,1984 Verano,1984-01-01,0
Togo,1988 Verano,1988-01-01,0
Togo,1992 Verano,1992-01-01,0
Togo,1996 Verano,1996-01-01,0
Togo,2000 Verano,2000-01-01,0
Togo,2004 Verano,2004-01-01,0
Togo,2008 Verano,2008-01-01,0
Togo,2012 Verano,2012-01-01,0
Togo,2014 Invierno,2014-01-01,0
Togo,2016 Verano,2016-01-01,0
Togo,2020 Verano,2020-01-01,0
Tom Kyle,1952 Verano,1952-01-01,0
Tomahawk II,1956 Verano,1956-01-01,0
Tonga,1984 Verano,1984-01-01,0
Tonga,1988 Verano,1988-01-01,0
Tonga,1992 Verano,1992-01-01,0
Tonga,1996 Verano,1996-01-01,0
Tonga,2000 Verano,2000-01-01,0
Tonga,2004 Verano,2004-01-01,0
Tonga,2008 Verano,2008-01-01,0
Tonga,2012 Verano,2012-01-01,0
Tonga,2014 Invierno,2014-01-01,0
Tonga,2016 Verano,2016-01-01,0
Tornade-16,1900 Verano,1900-01-01,0
Tornado,1952 Verano,1952-01-01,0
Tornado,1960 Verano,1960-01-01,2
Toronto Argonauts,1904 Verano,1904-01-01,0
Toronto Argonauts,1908 Verano,1908-01-01,0
Toronto Argonauts,1912 Verano,1912-01-01,0
Tournade-40,1900 Verano,1900-01-01,0
Tramontane,1932 Verano,1932-01-01,0
Trans-Mississippi Golf Association-2,1904 Verano,1904-01-01,0
Trickson VI,1952 Verano,1952-01-01,0
Trinidad and Tobago,1948 Verano,1948-01-01,0
Trinidad and Tobago,1952 Verano,1952-01-01,0
Trinidad and Tobago,1956 Verano,1956-01-01,0
Trinidad and Tobago,1964 Verano,1964-01-01,0
Trinidad and Tobago,1968 Verano,1968-01-01,0
Trinidad and Tobago,1972 Verano,1972-01-01,0
Trinidad and Tobago,1976 Verano,1976-01-01,1
Trinidad and Tobago,1980 Verano,1980-01-01,0
Trinidad and Tobago,1984 Verano,1984-01-01,0
Trinidad and Tobago,1988 Verano,1988-01-01,0
Trinidad and Tobago,1992 Verano,1992-01-01,0
Trinidad and Tobago,1994 Invierno,1994-01-01,0
Trinidad and Tobago,1996 Verano,1996-01-01,0
Trinidad and Tobago,1998 Invierno,1998-01-01,0
Trinidad and Tobago,2000 Verano,2000-01-01,0
Trinidad and Tobago,2002 Invierno,2002-01-01,0
Trinidad and Tobago,2004 Verano,2004-01-01,0
Trinidad and Tobago,2008 Verano,2008-01-01,5
Trinidad and Tobago,2012 Verano,2012-01-01,1
Trinidad and Tobago,2016 Verano,2016-01-01,0
Trintel II,1960 Verano,1960-01-01,0
Tritons Lillois-2,1900 Verano,1900-01-01,0
Tu-Fri,1952 Verano,1952-01-01,0
Tulilind,1956 Verano,1956-01-01,0
Tunisia,1960 Verano,1960-01-01,0
Tunisia,1964 Verano,1964-01-01,0
Tunisia,1968 Verano,1968-01-01,1
Tunisia,1972 Verano,1972-01-01,0
Tunisia,1976 Verano,1976-01-01,0
Tunisia,1984 Verano,1984-01-01,0
Tunisia,1988 Verano,1988-01-01,0
Tunisia,1992 Verano,1992-01-01,0
Tunisia,1996 Verano,1996-01-01,0
Tunisia,2000 Verano,2000-01-01,0
Tunisia,2004 Verano,2004-01-01,0
Tunisia,2008 Verano,2008-01-01,1
Tunisia,2012 Verano,2012-01-01,1
Tunisia,2016 Verano,2016-01-01,0
Tunisia,2020 Verano,2020-01-01,2
Turkey,1906 Verano,1906-01-01,0
Turkey,1912 Verano,1912-01-01,0
Turkey,1924 Verano,1924-01-01,0
Turkey,1928 Verano,1928-01-01,0
Turkey,1932 Verano,1932-01-01,0
Turkey,1936 Invierno,1936-01-01,0
Turkey,1936 Verano,1936-01-01,1
Turkey,1948 Invierno,1948-01-01,0
Turkey,1948 Verano,1948-01-01,6
Turkey,1952 Verano,1952-01-01,2
Turkey,1956 Invierno,1956-01-01,0
Turkey,1956 Verano,1956-01-01,3
Turkey,1960 Invierno,1960-01-01,0
Turkey,1960 Verano,1960-01-01,7
Turkey,1964 Invierno,1964-01-01,0
Turkey,1964 Verano,1964-01-01,2
Turkey,1968 Invierno,1968-01-01,0
Turkey,1968 Verano,1968-01-01,2
Turkey,1972 Verano,1972-01-01,0
Turkey,1976 Invierno,1976-01-01,0
Turkey,1976 Verano,1976-01-01,0
Turkey,1984 Invierno,1984-01-01,0
Turkey,1984 Verano,1984-01-01,0
Turkey,1988 Invierno,1988-01-01,0
Turkey,1988 Verano,1988-01-01,1
Turkey,1992 Invierno,1992-01-01,0
Turkey,1992 Verano,1992-01-01,2
Turkey,1994 Invierno,1994-01-01,0
Turkey,1996 Verano,1996-01-01,4
Turkey,1998 Invierno,1998-01-01,0
Turkey,2000 Verano,2000-01-01,3
Turkey,2002 Invierno,2002-01-01,0
Turkey,2004 Verano,2004-01-01,3
Turkey,2006 Invierno,2006-01-01,0
Turkey,2008 Verano,2008-01-01,1
Turkey,2010 Invierno,2010-01-01,0
Turkey,2012 Verano,2012-01-01,2
Turkey,2014 Invierno,2014-01-01,0
Turkey,2016 Verano,2016-01-01,1
Turkey,2020 Verano,2020-01-01,7
Turkmenistan,1996 Verano,1996-01-01,0
Turkmenistan,2000 Verano,2000-01-01,0
Turkmenistan,2004 Verano,2004-01-01,0
Turkmenistan,2008 Verano,2008-01-01,0
Turkmenistan,2012 Verano,2012-01-01,0
Turkmenistan,2016 Verano,2016-01-01,0
"Turnverein Vorwrts, Chicago",1904 Verano,1904-01-01,0
"Turnverein Vorwrts, Cleveland",1904 Verano,1904-01-01,0
Turquoise-1,1900 Verano,1900-01-01,0
Turquoise-3,1900 Verano,1900-01-01,0
Tutti V,1928 Verano,1928-01-01,0
Tuvalu,2008 Verano,2008-01-01,0
Tuvalu,2012 Verano,2012-01-01,0
Tuvalu,2016 Verano,2016-01-01,0
Twinkle,1960 Verano,1960-01-01,0
Twins II,1928 Verano,1928-01-01,0
Twins VIII,1956 Verano,1956-01-01,0
USFSA,1900 Verano,1900-01-01,0
Ubu,1928 Verano,1928-01-01,0
Uganda,1956 Verano,1956-01-01,0
Uganda,1960 Verano,1960-01-01,0
Uganda,1964 Verano,1964-01-01,0
Uganda,1968 Verano,1968-01-01,0
Uganda,1972 Verano,1972-01-01,1
Uganda,1980 Verano,1980-01-01,0
Uganda,1984 Verano,1984-01-01,0
Uganda,1988 Verano,1988-01-01,0
Uganda,1992 Verano,1992-01-01,0
Uganda,1996 Verano,1996-01-01,0
Uganda,2000 Verano,2000-01-01,0
Uganda,2004 Verano,2004-01-01,0
Uganda,2008 Verano,2008-01-01,0
Uganda,2012 Verano,2012-01-01,1
Uganda,2016 Verano,2016-01-01,0
Uganda,2020 Verano,2020-01-01,0
Ukraine,1994 Invierno,1994-01-01,1
Ukraine,1996 Verano,1996-01-01,10
Ukraine,1998 Invierno,1998-01-01,0
Ukraine,2000 Verano,2000-01-01,3
Ukraine,2002 Invierno,2002-01-01,0
Ukraine,2004 Verano,2004-01-01,8
Ukraine,2006 Invierno,2006-01-01,0
Ukraine,2008 Verano,2008-01-01,10
Ukraine,2010 Invierno,2010-01-01,0
Ukraine,2012 Verano,2012-01-01,9
Ukraine,2014 Invierno,2014-01-01,4
Ukraine,2016 Verano,2016-01-01,2
Ukraine,2020 Verano,2020-01-01,18
Ukraine-1,1994 Invierno,1994-01-01,0
Ukraine-1,1998 Invierno,1998-01-01,0
Ukraine-1,2002 Invierno,2002-01-01,0
Ukraine-1,2006 Invierno,2006-01-01,0
Ukraine-1,2008 Verano,2008-01-01,0
Ukraine-1,2010 Invierno,2010-01-01,0
Ukraine-1,2016 Verano,2016-01-01,0
Ukraine-2,1994 Invierno,1994-01-01,0
Ukraine-2,1998 Invierno,1998-01-01,0
Ukraine-2,2002 Invierno,2002-01-01,0
Ukraine-2,2006 Invierno,2006-01-01,0
Ukraine-2,2008 Verano,2008-01-01,0
Ukraine-2,2010 Invierno,2010-01-01,0
Ukraine-2,2016 Verano,2016-01-01,0
Umberta V,1964 Verano,1964-01-01,0
Unified Team,1992 Invierno,1992-01-01,31
Unified Team,1992 Verano,1992-01-01,92
Unified Team-1,1992 Invierno,1992-01-01,4
Unified Team-1,1992 Verano,1992-01-01,0
Unified Team-2,1992 Invierno,1992-01-01,0
Unified Team-2,1992 Verano,1992-01-01,0
Unified Team-3,1992 Invierno,1992-01-01,0
Union des Socits Franais de Sports Athletiques,1900 Verano,1900-01-01,17
Unique,1952 Verano,1952-01-01,0
United Arab Emirates,1984 Verano,1984-01-01,0
United Arab Emirates,1988 Verano,1988-01-01,0
United Arab Emirates,1992 Verano,1992-01-01,0
United Arab Emirates,1996 Verano,1996-01-01,0
United Arab Emirates,2000 Verano,2000-01-01,0
United Arab Emirates,2004 Verano,2004-01-01,1
United Arab Emirates,2008 Verano,2008-01-01,0
United Arab Emirates,2012 Verano,2012-01-01,0
United Arab Emirates,2016 Verano,2016-01-01,0
United Arab Emirates,2020 Verano,2020-01-01,1
United Arab Republic,1960 Verano,1960-01-01,0
United Republic of Tanzania,2020 Verano,2020-01-01,0
United States,1896 Verano,1896-01-01,11
United States,1900 Verano,1900-01-01,18
United States,1904 Verano,1904-01-01,65
United States,1906 Verano,1906-01-01,12
United States,1908 Verano,1908-01-01,34
United States,1912 Verano,1912-01-01,46
United States,1920 Verano,1920-01-01,111
United States,1924 Invierno,1924-01-01,1
United States,1924 Verano,1924-01-01,91
United States,1928 Invierno,1928-01-01,1
United States,1928 Verano,1928-01-01,47
United States,1932 Invierno,1932-01-01,4
United States,1932 Verano,1932-01-01,67
United States,1936 Invierno,1936-01-01,0
United States,1936 Verano,1936-01-01,51
United States,1948 Invierno,1948-01-01,2
United States,1948 Verano,1948-01-01,80
United States,1952 Invierno,1952-01-01,4
United States,1952 Verano,1952-01-01,73
United States,1956 Invierno,1956-01-01,2
United States,1956 Verano,1956-01-01,59
United States,1960 Invierno,1960-01-01,19
United States,1960 Verano,1960-01-01,78
United States,1964 Invierno,1964-01-01,1
United States,1964 Verano,1964-01-01,95
United States,1968 Invierno,1968-01-01,1
United States,1968 Verano,1968-01-01,99
United States,1972 Invierno,1972-01-01,3
United States,1972 Verano,1972-01-01,69
United States,1976 Invierno,1976-01-01,3
United States,1976 Verano,1976-01-01,70
United States,1980 Invierno,1980-01-01,24
United States,1984 Invierno,1984-01-01,4
United States,1984 Verano,1984-01-01,186
United States,1988 Invierno,1988-01-01,2
United States,1988 Verano,1988-01-01,87
United States,1992 Invierno,1992-01-01,5
United States,1992 Verano,1992-01-01,87
United States,1994 Invierno,1994-01-01,6
United States,1996 Verano,1996-01-01,157
United States,1998 Invierno,1998-01-01,25
United States,2000 Verano,2000-01-01,128
United States,2002 Invierno,2002-01-01,9
United States,2004 Verano,2004-01-01,115
United States,2006 Invierno,2006-01-01,9
United States,2008 Verano,2008-01-01,121
United States,2010 Invierno,2010-01-01,8
United States,2012 Verano,2012-01-01,139
United States,2014 Invierno,2014-01-01,8
United States,2016 Verano,2016-01-01,137
United States Golf Association-3,1904 Verano,1904-01-01,0
United States Virgin Islands,1968 Verano,1968-01-01,0
United States Virgin Islands,1972 Verano,1972-01-01,0
United States Virgin Islands,1976 Verano,1976-01-01,0
United States Virgin Islands,1984 Verano,1984-01-01,0
United States Virgin Islands,1988 Invierno,1988-01-01,0
United States Virgin Islands,1988 Verano,1988-01-01,0
United States Virgin Islands,1992 Invierno,1992-01-01,0
United States Virgin Islands,1992 Verano,1992-01-01,0
United States Virgin Islands,1994 Invierno,1994-01-01,0
United States Virgin Islands,1996 Verano,1996-01-01,0
United States Virgin Islands,1998 Invierno,1998-01-01,0
United States Virgin Islands,2000 Verano,2000-01-01,0
United States Virgin Islands,2002 Invierno,2002-01-01,0
United States Virgin Islands,2004 Verano,2004-01-01,0
United States Virgin Islands,2008 Verano,2008-01-01,0
United States Virgin Islands,2012 Verano,2012-01-01,0
United States Virgin Islands,2014 Invierno,2014-01-01,0
United States Virgin Islands,2016 Verano,2016-01-01,0
United States Virgin Islands-1,1988 Invierno,1988-01-01,0
United States Virgin Islands-1,1992 Invierno,1992-01-01,0
United States Virgin Islands-1,1994 Invierno,1994-01-01,0
United States Virgin Islands-1,1998 Invierno,1998-01-01,0
United States Virgin Islands-2,1988 Invierno,1988-01-01,0
United States Virgin Islands-2,1992 Invierno,1992-01-01,0
United States Virgin Islands-2,1994 Invierno,1994-01-01,0
United States Virgin Islands-2,1998 Invierno,1998-01-01,0
United States of America,2020 Verano,2020-01-01,55
United States-1,1904 Verano,1904-01-01,2
United States-1,1924 Verano,1924-01-01,4
United States-1,1928 Invierno,1928-01-01,0
United States-1,1932 Invierno,1932-01-01,6
United States-1,1936 Invierno,1936-01-01,2
United States-1,1948 Invierno,1948-01-01,0
United States-1,1952 Invierno,1952-01-01,0
United States-1,1956 Invierno,1956-01-01,0
United States-1,1960 Invierno,1960-01-01,0
United States-1,1964 Invierno,1964-01-01,0
United States-1,1968 Invierno,1968-01-01,0
United States-1,1972 Invierno,1972-01-01,0
United States-1,1972 Verano,1972-01-01,0
United States-1,1976 Invierno,1976-01-01,0
United States-1,1980 Invierno,1980-01-01,0
United States-1,1984 Invierno,1984-01-01,0
United States-1,1988 Invierno,1988-01-01,0
United States-1,1992 Invierno,1992-01-01,0
United States-1,1992 Verano,1992-01-01,2
United States-1,1994 Invierno,1994-01-01,0
United States-1,1996 Verano,1996-01-01,2
United States-1,1998 Invierno,1998-01-01,0
United States-1,2000 Verano,2000-01-01,2
United States-1,2002 Invierno,2002-01-01,0
United States-1,2004 Verano,2004-01-01,2
United States-1,2006 Invierno,2006-01-01,0
United States-1,2008 Verano,2008-01-01,4
United States-1,2010 Invierno,2010-01-01,4
United States-1,2012 Verano,2012-01-01,6
United States-1,2014 Invierno,2014-01-01,2
United States-1,2016 Verano,2016-01-01,0
United States-10,1904 Verano,1904-01-01,0
United States-11,1904 Verano,1904-01-01,0
United States-12,1904 Verano,1904-01-01,0
United States-13,1904 Verano,1904-01-01,0
United States-14,1904 Verano,1904-01-01,0
United States-2,1904 Verano,1904-01-01,0
United States-2,1924 Verano,1924-01-01,2
United States-2,1928 Invierno,1928-01-01,5
United States-2,1932 Invierno,1932-01-01,0
United States-2,1936 Invierno,1936-01-01,0
United States-2,1948 Invierno,1948-01-01,4
United States-2,1952 Invierno,1952-01-01,0
United States-2,1956 Invierno,1956-01-01,0
United States-2,1960 Invierno,1960-01-01,0
United States-2,1964 Invierno,1964-01-01,0
United States-2,1968 Invierno,1968-01-01,0
United States-2,1972 Invierno,1972-01-01,0
United States-2,1972 Verano,1972-01-01,0
United States-2,1976 Invierno,1976-01-01,0
United States-2,1980 Invierno,1980-01-01,0
United States-2,1984 Invierno,1984-01-01,0
United States-2,1988 Invierno,1988-01-01,0
United States-2,1992 Invierno,1992-01-01,0
United States-2,1992 Verano,1992-01-01,0
United States-2,1994 Invierno,1994-01-01,0
United States-2,1996 Verano,1996-01-01,0
United States-2,1998 Invierno,1998-01-01,0
United States-2,2000 Verano,2000-01-01,0
United States-2,2002 Invierno,2002-01-01,2
United States-2,2004 Verano,2004-01-01,0
United States-2,2006 Invierno,2006-01-01,0
United States-2,2008 Verano,2008-01-01,2
United States-2,2010 Invierno,2010-01-01,0
United States-2,2012 Verano,2012-01-01,0
United States-2,2014 Invierno,2014-01-01,0
United States-2,2016 Verano,2016-01-01,2
United States-3,1904 Verano,1904-01-01,0
